LYLTY_CARD_NBR,stores,purchases,products,mean_of_products,mean_of_sales,min_of_size,max_of_size,brands,lifestage,min_of_days_difference,max_of_days_difference,type_of_customer,Cluster_KMeans
267309,1,1,1,1.0,3.9,150,150,1,1,53.0,53.0,3.0,1
267310,1,1,1,1.0,4.6,150,150,1,2,175.0,175.0,2.0,4
267314,1,1,1,1.0,3.0,175,175,1,6,160.0,160.0,2.0,2
267324,1,1,1,1.0,2.6,300,300,1,1,170.0,170.0,1.0,4
267325,1,1,1,1.0,5.4,175,175,1,7,10.0,10.0,3.0,2
267335,1,1,1,1.0,2.9,170,170,1,1,92.0,92.0,2.0,4
267345,1,1,1,1.0,3.3,175,175,1,1,87.0,87.0,1.0,4
267364,1,1,1,1.0,4.6,150,150,1,2,208.0,208.0,1.0,4
267365,1,1,1,1.0,3.0,175,175,1,1,248.0,248.0,2.0,4
267370,1,2,2,1.5,4.9,150,175,2,7,10.0,146.0,2.0,2
267376,1,1,1,1.0,2.7,150,150,1,2,290.0,290.0,1.0,4
267412,1,1,1,1.0,3.8,110,110,1,1,195.0,195.0,2.0,4
267414,1,1,1,1.0,3.0,175,175,1,4,150.0,150.0,2.0,2
267424,1,1,1,1.0,3.7,134,134,1,1,299.0,299.0,3.0,1
267425,1,2,2,1.0,3.1500000000000004,134,150,2,1,50.0,151.0,2.0,4
267433,1,1,1,1.0,3.7,134,134,1,6,157.0,157.0,2.0,2
267435,1,1,1,1.0,3.0,175,175,1,6,239.0,239.0,2.0,2
267446,1,1,1,2.0,13.0,380,380,1,1,52.0,52.0,2.0,4
267460,1,1,1,2.0,7.4,134,134,1,1,218.0,218.0,3.0,1
267466,1,1,1,1.0,3.3,175,175,1,2,68.0,68.0,2.0,4
267469,1,1,1,1.0,2.1,175,175,1,4,308.0,308.0,2.0,2
267497,1,1,1,1.0,2.6,150,150,1,5,304.0,304.0,3.0,2
267499,1,1,1,1.0,4.4,170,170,1,1,121.0,121.0,2.0,4
268001,1,3,3,1.3333333333333333,6.366666666666667,150,330,3,4,85.0,288.0,3.0,0
268002,1,4,4,1.25,4.3,160,330,4,6,33.0,275.0,2.0,0
268004,1,2,2,1.0,3.25,170,210,2,7,163.0,334.0,3.0,2
268005,1,1,1,2.0,11.4,330,330,1,2,33.0,33.0,1.0,4
268006,1,1,1,1.0,3.9,150,150,1,7,46.0,46.0,3.0,2
268007,1,3,3,1.3333333333333333,4.433333333333334,110,175,3,1,99.0,332.0,3.0,1
268010,1,1,1,1.0,3.0,175,175,1,7,350.0,350.0,2.0,2
268011,1,2,2,1.0,2.75,90,110,2,1,229.0,349.0,1.0,4
268012,1,1,1,2.0,3.8,200,200,1,5,110.0,110.0,1.0,3
268013,1,1,1,1.0,5.7,330,330,1,7,87.0,87.0,2.0,2
268014,1,2,2,1.5,4.6,150,175,2,5,193.0,254.0,1.0,3
268015,1,2,2,1.0,3.7,165,170,2,7,195.0,340.0,3.0,2
268016,1,2,2,1.0,2.45,165,200,2,7,77.0,352.0,1.0,3
268017,1,2,2,1.5,5.5,170,175,2,4,128.0,319.0,1.0,3
268019,1,2,2,1.0,3.1500000000000004,150,210,2,5,99.0,139.0,1.0,3
268020,1,2,2,1.5,4.8,175,210,2,2,213.0,288.0,3.0,1
268021,1,2,2,1.0,4.0,175,300,2,1,19.0,326.0,3.0,1
268022,1,1,1,1.0,2.9,170,170,1,1,137.0,137.0,3.0,1
268025,1,1,1,1.0,6.5,380,380,1,5,94.0,94.0,1.0,3
268026,1,2,2,1.0,2.8,90,150,2,1,145.0,241.0,2.0,4
268027,1,1,1,2.0,9.2,150,150,1,6,5.0,5.0,1.0,3
268029,1,2,2,1.0,3.05,70,134,2,1,75.0,320.0,2.0,4
268030,1,2,2,1.0,4.6,150,150,1,1,38.0,202.0,2.0,4
268032,1,1,1,2.0,9.2,150,150,1,7,167.0,167.0,2.0,2
268033,1,3,2,1.3333333333333333,3.6666666666666665,90,110,2,7,111.0,330.0,3.0,2
268034,1,2,2,1.0,2.8499999999999996,110,160,2,6,7.0,260.0,2.0,2
268035,1,3,3,1.0,3.3666666666666667,135,170,3,7,71.0,205.0,2.0,2
268037,1,1,1,1.0,3.3,175,175,1,4,58.0,58.0,1.0,3
268038,1,2,2,1.0,2.45,160,175,2,5,36.0,189.0,1.0,3
268039,1,1,1,1.0,3.8,110,110,1,7,272.0,272.0,2.0,2
268040,1,1,1,1.0,3.6,210,210,1,7,57.0,57.0,3.0,2
268042,1,1,1,1.0,2.8,165,165,1,4,77.0,77.0,2.0,2
268043,1,2,2,1.5,5.3,150,165,2,2,97.0,217.0,2.0,4
268046,1,1,1,2.0,10.2,300,300,1,7,147.0,147.0,2.0,2
268047,1,1,1,2.0,8.8,170,170,1,7,92.0,92.0,1.0,3
268048,1,3,3,1.3333333333333333,3.9,165,170,2,5,67.0,256.0,2.0,2
268049,1,1,1,1.0,5.4,175,175,1,2,240.0,240.0,1.0,4
268050,1,2,2,1.0,2.35,90,165,2,1,46.0,82.0,2.0,4
268051,1,1,1,2.0,7.6,110,110,1,1,34.0,34.0,1.0,4
268054,1,4,4,1.5,6.175,110,330,4,5,28.0,357.0,1.0,3
268057,1,2,2,2.5,8.2,165,200,2,1,41.0,216.0,3.0,1
268058,1,2,2,1.0,4.0,110,165,2,6,335.0,349.0,2.0,2
268060,1,2,2,2.0,5.4,150,165,2,7,185.0,213.0,3.0,2
268061,1,1,1,2.0,3.6,190,190,1,6,336.0,336.0,2.0,2
268063,1,3,3,1.3333333333333333,4.466666666666666,90,300,3,7,105.0,295.0,2.0,0
268064,1,2,2,1.5,3.45,150,175,2,2,38.0,55.0,1.0,4
268065,1,2,2,1.5,7.800000000000001,110,380,2,1,255.0,324.0,3.0,1
268067,1,1,1,2.0,5.2,150,150,1,4,283.0,283.0,3.0,2
268069,1,1,1,1.0,5.4,175,175,1,7,5.0,5.0,3.0,2
268070,1,1,1,1.0,3.0,175,175,1,5,142.0,142.0,2.0,2
268072,1,1,1,2.0,9.2,150,150,1,2,136.0,136.0,1.0,4
268075,1,1,1,1.0,2.7,150,150,1,7,45.0,45.0,2.0,2
268076,1,1,1,1.0,3.9,150,150,1,1,306.0,306.0,1.0,4
268079,1,1,1,1.0,5.7,330,330,1,1,130.0,130.0,3.0,1
268080,1,3,3,1.3333333333333333,4.133333333333334,150,200,3,6,70.0,257.0,2.0,2
268082,1,2,2,1.5,7.300000000000001,110,175,2,7,26.0,223.0,2.0,2
268086,1,3,3,2.0,5.8,90,175,3,7,139.0,361.0,2.0,0
268087,1,1,1,1.0,3.7,134,134,1,7,311.0,311.0,1.0,3
268089,1,2,2,1.5,6.95,170,300,2,7,73.0,335.0,2.0,0
268090,1,1,1,1.0,3.1,180,180,1,1,261.0,261.0,3.0,1
268091,1,3,3,1.0,3.6666666666666665,175,330,3,1,2.0,256.0,2.0,4
268093,1,1,1,1.0,3.3,175,175,1,7,181.0,181.0,3.0,2
268095,1,2,2,3.5,14.1,110,150,2,7,254.0,320.0,3.0,2
268098,1,4,4,1.25,3.8499999999999996,150,200,4,1,109.0,361.0,1.0,4
268099,1,1,1,2.0,9.2,150,150,1,7,330.0,330.0,3.0,2
268100,1,1,1,1.0,2.6,150,150,1,1,196.0,196.0,3.0,1
268101,1,1,1,2.0,10.2,300,300,1,1,202.0,202.0,3.0,1
268102,1,1,1,2.0,10.8,175,175,1,6,56.0,56.0,1.0,3
268103,1,1,1,1.0,5.1,300,300,1,1,302.0,302.0,3.0,1
268104,1,1,1,2.0,6.0,165,165,1,5,130.0,130.0,2.0,2
268105,1,2,2,1.5,4.5,175,175,2,1,77.0,244.0,2.0,4
268106,1,2,2,2.0,10.8,300,330,2,3,40.0,185.0,3.0,1
268108,1,2,2,1.5,4.75,134,170,2,5,151.0,318.0,2.0,2
268110,1,1,1,1.0,5.1,300,300,1,7,106.0,106.0,2.0,2
268112,1,1,1,2.0,6.6,175,175,1,2,219.0,219.0,3.0,1
268115,1,1,1,1.0,4.6,150,150,1,5,148.0,148.0,2.0,2
268116,1,3,2,1.0,4.0,175,175,2,6,62.0,332.0,1.0,3
268118,1,1,1,1.0,3.8,110,110,1,1,346.0,346.0,1.0,4
268119,1,2,2,1.5,5.8999999999999995,150,300,2,7,2.0,40.0,2.0,2
268121,1,1,1,1.0,2.6,150,150,1,2,191.0,191.0,1.0,4
268123,1,1,1,2.0,5.2,150,150,1,6,97.0,97.0,3.0,2
268124,1,1,1,1.0,4.4,170,170,1,5,61.0,61.0,2.0,2
268127,1,1,1,2.0,7.4,134,134,1,7,198.0,198.0,3.0,2
268130,1,1,1,2.0,8.8,175,175,1,2,44.0,44.0,2.0,4
268131,1,1,1,1.0,3.7,134,134,1,6,242.0,242.0,2.0,2
268133,1,2,2,1.5,4.8,175,175,2,7,232.0,233.0,3.0,2
268135,1,1,1,2.0,5.4,150,150,1,7,8.0,8.0,2.0,2
268137,1,1,1,2.0,9.2,150,150,1,2,181.0,181.0,3.0,1
268139,1,2,2,1.0,2.6500000000000004,150,150,2,5,110.0,156.0,1.0,3
268140,1,2,2,1.0,3.1,150,210,2,1,26.0,162.0,3.0,1
268141,1,1,1,2.0,10.8,175,175,1,2,271.0,271.0,2.0,4
268143,1,1,1,1.0,5.1,300,300,1,1,336.0,336.0,3.0,1
268144,1,1,1,1.0,4.4,170,170,1,1,33.0,33.0,3.0,1
268145,1,4,4,1.25,5.050000000000001,170,175,4,7,28.0,260.0,2.0,2
268146,1,2,2,1.0,2.8,134,200,2,5,33.0,67.0,3.0,2
268148,1,1,1,1.0,2.4,70,70,1,5,109.0,109.0,1.0,3
268149,1,1,1,1.0,4.6,270,270,1,6,255.0,255.0,3.0,2
268150,1,1,1,1.0,3.3,175,175,1,5,89.0,89.0,2.0,2
268151,1,1,1,1.0,5.7,330,330,1,4,249.0,249.0,2.0,2
268153,1,1,1,1.0,3.8,110,110,1,2,75.0,75.0,3.0,1
268154,1,2,2,2.0,6.1,165,180,2,2,163.0,359.0,3.0,1
268155,1,1,1,1.0,5.7,330,330,1,7,141.0,141.0,3.0,2
268156,1,2,2,1.5,6.5,110,175,2,4,62.0,256.0,2.0,4
268157,1,1,1,1.0,4.4,175,175,1,1,40.0,40.0,1.0,4
268158,1,2,2,1.5,5.55,160,270,2,2,41.0,330.0,1.0,4
268159,1,1,1,1.0,3.0,175,175,1,1,80.0,80.0,3.0,1
268160,1,1,1,2.0,6.0,175,175,1,6,328.0,328.0,2.0,2
268162,1,2,2,1.5,4.85,134,175,2,4,72.0,325.0,1.0,3
268163,1,1,1,2.0,10.2,300,300,1,5,223.0,223.0,2.0,2
268164,1,1,1,1.0,3.0,175,175,1,1,227.0,227.0,3.0,1
268165,1,1,1,1.0,3.6,210,210,1,1,31.0,31.0,3.0,1
268167,1,1,1,1.0,4.2,165,165,1,1,229.0,229.0,2.0,4
268169,1,2,2,1.5,6.4,134,175,2,7,275.0,349.0,1.0,3
268170,1,1,1,2.0,4.2,175,175,1,4,130.0,130.0,1.0,3
268171,1,2,2,1.0,4.9,175,175,2,7,122.0,131.0,3.0,2
268173,1,1,1,1.0,1.9,200,200,1,7,153.0,153.0,3.0,2
268175,1,1,1,2.0,8.4,135,135,1,3,262.0,262.0,3.0,1
268176,1,1,1,1.0,2.4,70,70,1,1,212.0,212.0,2.0,4
268177,1,1,1,1.0,3.7,134,134,1,7,286.0,286.0,3.0,2
268181,1,1,1,1.0,5.1,300,300,1,1,103.0,103.0,2.0,4
268184,1,2,2,1.0,2.85,180,300,2,7,89.0,236.0,3.0,0
268185,1,2,2,1.5,5.15,134,170,2,1,207.0,238.0,3.0,1
268186,1,1,1,2.0,6.0,175,175,1,1,88.0,88.0,3.0,1
268187,1,1,1,2.0,5.8,170,170,1,7,155.0,155.0,3.0,2
268188,1,3,3,1.6666666666666667,6.333333333333333,170,250,3,5,122.0,331.0,3.0,0
268190,1,1,1,1.0,1.7,175,175,1,1,108.0,108.0,2.0,4
268191,1,1,1,2.0,7.4,134,134,1,1,101.0,101.0,3.0,1
268192,1,1,2,1.0,4.15,134,270,2,4,43.0,43.0,3.0,2
268193,1,1,1,2.0,6.0,175,175,1,1,333.0,333.0,2.0,4
268194,1,1,1,1.0,4.4,175,175,1,2,0.0,0.0,1.0,4
268195,1,3,2,2.0,9.266666666666667,134,300,2,2,47.0,360.0,2.0,4
268197,1,2,2,1.5,8.4,110,380,2,5,177.0,350.0,1.0,3
268198,1,7,7,1.1428571428571428,3.085714285714286,90,175,4,7,56.0,324.0,3.0,0
268200,1,2,2,1.0,3.1,150,210,2,1,255.0,362.0,1.0,4
268203,1,1,1,2.0,10.2,300,300,1,5,320.0,320.0,3.0,2
268205,1,1,1,1.0,3.7,134,134,1,3,88.0,88.0,3.0,1
268206,1,2,2,1.5,4.35,175,175,2,1,190.0,211.0,2.0,4
268207,1,1,1,2.0,6.0,175,175,1,4,64.0,64.0,2.0,2
268208,1,1,1,2.0,6.0,175,175,1,5,295.0,295.0,2.0,2
268209,1,1,1,1.0,2.7,150,150,1,3,89.0,89.0,1.0,4
268210,1,1,1,1.0,1.7,90,90,1,1,358.0,358.0,1.0,4
268211,1,1,1,2.0,6.0,175,175,1,7,290.0,290.0,3.0,2
268212,1,4,4,1.5,4.35,170,175,3,2,37.0,256.0,2.0,4
268214,1,3,3,1.0,4.0,134,150,2,7,21.0,92.0,3.0,2
268215,1,2,2,1.5,6.65,110,330,2,1,96.0,123.0,2.0,4
268216,1,1,1,1.0,2.1,125,125,1,6,223.0,223.0,2.0,2
268217,1,4,4,1.25,4.45,150,270,3,1,18.0,350.0,3.0,1
268219,1,1,1,1.0,4.6,150,150,1,4,168.0,168.0,1.0,3
268223,1,3,3,1.3333333333333333,3.6333333333333333,150,300,3,2,32.0,251.0,2.0,4
268224,1,1,1,1.0,5.4,175,175,1,5,359.0,359.0,1.0,3
268227,1,1,1,1.0,3.7,134,134,1,2,3.0,3.0,2.0,4
268228,1,1,1,1.0,5.4,175,175,1,1,362.0,362.0,1.0,4
268230,1,2,2,1.0,2.8,175,300,2,2,288.0,308.0,3.0,1
268232,1,1,1,1.0,3.0,175,175,1,7,97.0,97.0,1.0,3
268236,1,1,1,1.0,3.8,110,110,1,5,63.0,63.0,3.0,2
268237,1,1,1,1.0,4.6,150,150,1,7,43.0,43.0,1.0,3
268238,1,2,2,1.0,3.5,150,250,2,1,221.0,287.0,3.0,1
268239,1,2,2,1.5,4.65,175,175,2,1,147.0,289.0,2.0,4
268242,1,2,2,1.0,2.45,175,200,2,2,113.0,201.0,2.0,4
268243,1,2,2,1.0,3.1500000000000004,134,150,2,1,109.0,224.0,3.0,1
268246,1,1,1,1.0,3.8,110,110,1,7,126.0,126.0,3.0,2
268247,1,2,2,1.5,3.5500000000000003,150,175,2,5,243.0,364.0,1.0,3
268250,1,2,2,1.5,5.1,170,175,2,7,345.0,359.0,2.0,2
268251,1,2,2,2.0,5.7,150,175,2,5,222.0,321.0,2.0,2
268255,1,3,3,1.3333333333333333,5.1,90,270,3,7,86.0,202.0,1.0,3
268256,1,1,1,2.0,3.0,300,300,1,1,165.0,165.0,2.0,4
268257,1,2,2,1.0,4.5,190,330,2,5,59.0,195.0,2.0,0
268259,1,4,4,1.25,3.75,150,300,4,5,6.0,319.0,2.0,0
268260,1,1,1,4.0,14.4,210,210,1,1,320.0,320.0,3.0,1
268261,1,4,4,1.75,5.475,110,180,4,7,195.0,293.0,2.0,2
268262,1,1,1,1.0,5.7,330,330,1,7,136.0,136.0,1.0,3
268263,1,1,1,2.0,6.0,175,175,1,7,199.0,199.0,2.0,2
268269,1,2,2,1.0,3.55,110,175,2,6,83.0,355.0,2.0,0
268270,1,2,2,1.5,4.35,150,175,2,1,27.0,198.0,1.0,4
268271,1,1,1,1.0,4.2,165,165,1,7,86.0,86.0,3.0,2
268272,1,2,2,1.5,4.05,125,175,2,4,184.0,345.0,2.0,4
268276,1,3,3,1.3333333333333333,3.866666666666667,150,170,2,3,180.0,351.0,3.0,1
268277,1,2,2,1.5,4.65,175,300,2,1,66.0,146.0,3.0,1
268278,1,3,3,1.3333333333333333,4.6000000000000005,150,175,3,5,160.0,317.0,2.0,2
268279,1,1,1,1.0,4.4,170,170,1,7,149.0,149.0,3.0,2
268281,1,1,1,1.0,2.9,170,170,1,1,8.0,8.0,2.0,4
268282,1,1,1,2.0,7.6,110,110,1,1,325.0,325.0,3.0,1
268284,1,1,1,2.0,7.4,134,134,1,4,23.0,23.0,3.0,2
268285,1,3,3,1.3333333333333333,4.633333333333334,110,175,3,1,77.0,223.0,3.0,1
268286,1,2,2,1.5,7.3,150,175,1,2,164.0,270.0,2.0,4
268287,1,3,3,1.3333333333333333,3.4,150,165,3,1,8.0,225.0,2.0,4
268288,1,3,3,1.0,3.5,150,380,3,3,65.0,227.0,3.0,1
268289,1,1,1,1.0,2.1,175,175,1,5,114.0,114.0,1.0,3
268290,1,1,1,2.0,10.8,175,175,1,7,190.0,190.0,2.0,2
268291,1,1,1,2.0,9.2,270,270,1,4,268.0,268.0,1.0,3
268292,1,2,2,1.0,3.65,175,250,2,1,182.0,263.0,3.0,1
268293,1,1,1,1.0,4.2,135,135,1,4,144.0,144.0,3.0,2
268294,1,1,1,1.0,3.0,175,175,1,7,45.0,45.0,3.0,2
268296,1,1,1,1.0,5.7,330,330,1,4,64.0,64.0,3.0,2
268297,1,1,1,1.0,3.0,175,175,1,6,40.0,40.0,2.0,2
268298,1,1,1,1.0,4.6,150,150,1,1,205.0,205.0,3.0,1
268300,1,1,1,1.0,5.7,330,330,1,1,228.0,228.0,3.0,1
268301,1,1,1,2.0,7.4,134,134,1,1,293.0,293.0,3.0,1
268302,1,2,2,1.0,3.25,200,270,2,1,64.0,163.0,2.0,4
268303,1,3,3,1.0,2.766666666666667,110,300,3,7,214.0,300.0,2.0,0
268304,1,1,1,1.0,4.6,150,150,1,5,328.0,328.0,2.0,2
268305,1,4,4,1.5,3.625,134,300,3,2,166.0,261.0,2.0,4
268307,1,1,1,1.0,3.6,210,210,1,7,155.0,155.0,2.0,2
268308,1,1,1,1.0,3.3,190,190,1,2,343.0,343.0,1.0,4
268309,1,3,3,1.0,3.4,110,150,3,7,141.0,194.0,2.0,2
268310,1,2,2,1.0,2.95,175,300,2,1,76.0,109.0,2.0,4
268311,1,2,2,1.0,4.199999999999999,175,300,2,1,248.0,333.0,2.0,4
268313,1,1,1,1.0,1.7,90,90,1,7,147.0,147.0,2.0,2
268314,1,1,1,1.0,4.2,135,135,1,4,251.0,251.0,3.0,2
268315,1,1,1,1.0,1.7,90,90,1,1,192.0,192.0,1.0,4
268316,1,1,1,1.0,2.9,170,170,1,1,309.0,309.0,3.0,1
268318,1,2,2,2.0,4.6,90,170,2,1,93.0,226.0,2.0,4
268319,1,2,2,1.0,3.15,165,175,2,7,136.0,170.0,3.0,2
268320,1,1,1,1.0,4.4,170,170,1,7,179.0,179.0,2.0,2
268322,1,1,1,1.0,3.8,110,110,1,1,308.0,308.0,2.0,4
268323,1,1,1,1.0,3.7,134,134,1,1,167.0,167.0,3.0,1
268330,1,1,1,1.0,1.9,200,200,1,7,337.0,337.0,3.0,2
268331,1,2,2,2.0,5.6,150,170,2,1,244.0,346.0,2.0,4
268332,1,1,1,1.0,2.6,150,150,1,5,121.0,121.0,2.0,2
268337,1,1,1,1.0,3.8,110,110,1,7,320.0,320.0,3.0,2
268339,1,1,1,2.0,7.6,110,110,1,5,69.0,69.0,2.0,2
268341,1,1,1,1.0,3.8,110,110,1,5,340.0,340.0,2.0,2
268342,1,2,2,1.0,5.15,150,330,2,7,90.0,218.0,1.0,3
268343,1,3,3,1.3333333333333333,5.233333333333333,134,150,2,1,244.0,361.0,3.0,1
268345,1,2,2,1.5,5.65,110,134,2,7,188.0,323.0,3.0,2
268346,1,2,2,1.5,5.75,134,150,2,5,57.0,148.0,2.0,2
268347,1,2,2,1.0,3.65,175,250,2,5,10.0,341.0,2.0,0
268351,1,2,2,1.5,5.75,134,150,2,2,306.0,312.0,1.0,4
268352,1,3,3,1.3333333333333333,5.133333333333334,110,330,3,7,84.0,304.0,1.0,3
268353,1,2,2,3.0,17.9,330,380,2,5,297.0,320.0,2.0,0
268356,1,1,1,1.0,3.7,134,134,1,5,228.0,228.0,1.0,3
268357,1,1,1,1.0,3.8,110,110,1,1,215.0,215.0,3.0,1
268358,1,1,1,1.0,3.3,175,175,1,1,93.0,93.0,2.0,4
268359,1,2,2,1.5,4.45,134,150,2,5,108.0,330.0,2.0,2
268360,1,1,1,1.0,3.0,165,165,1,2,52.0,52.0,2.0,4
268361,1,1,1,1.0,4.4,170,170,1,1,177.0,177.0,3.0,1
268362,1,1,1,2.0,6.0,175,175,1,1,141.0,141.0,2.0,4
268363,1,1,1,2.0,4.2,125,125,1,1,61.0,61.0,3.0,1
268364,1,4,4,1.5,4.45,125,180,4,2,0.0,234.0,1.0,4
268365,1,2,2,1.0,3.2,134,150,2,1,116.0,335.0,1.0,4
268366,1,2,2,1.0,4.9,170,175,2,6,4.0,359.0,3.0,0
268368,1,1,1,2.0,4.2,175,175,1,1,269.0,269.0,2.0,4
268370,1,1,1,1.0,3.3,175,175,1,1,304.0,304.0,2.0,4
268371,1,2,2,1.0,3.4,150,170,2,7,179.0,338.0,3.0,2
268372,1,4,4,1.25,5.025,175,330,3,2,51.0,121.0,1.0,4
268374,1,2,2,1.5,5.2,175,175,2,2,106.0,296.0,3.0,1
268375,1,6,6,1.3333333333333333,4.516666666666667,110,210,6,7,19.0,342.0,2.0,0
268378,1,1,1,2.0,8.8,170,170,1,7,247.0,247.0,2.0,2
268379,1,2,2,1.0,2.7,150,300,2,5,23.0,109.0,3.0,2
268380,1,2,2,1.0,2.7,150,150,1,3,208.0,251.0,1.0,4
268381,1,1,1,1.0,2.6,150,150,1,6,53.0,53.0,3.0,2
268383,1,1,1,1.0,3.7,134,134,1,5,180.0,180.0,1.0,3
268385,1,2,2,1.5,6.45,300,330,2,1,24.0,78.0,2.0,4
268386,1,2,2,1.5,6.75,150,175,2,7,108.0,334.0,2.0,2
268387,1,1,1,1.0,3.8,110,110,1,7,356.0,356.0,3.0,2
268388,1,1,1,1.0,5.4,175,175,1,1,27.0,27.0,3.0,1
268389,1,1,1,1.0,5.4,175,175,1,1,226.0,226.0,3.0,1
268390,1,1,1,1.0,1.7,90,90,1,7,42.0,42.0,1.0,3
268392,1,1,1,1.0,3.3,175,175,1,1,349.0,349.0,3.0,1
268394,1,2,2,1.5,4.4,170,175,2,3,310.0,341.0,2.0,4
268395,1,1,1,1.0,2.7,150,150,1,5,200.0,200.0,1.0,3
268396,1,1,1,1.0,2.9,170,170,1,1,266.0,266.0,1.0,4
268397,1,2,2,1.5,3.45,70,175,2,3,2.0,163.0,2.0,4
268399,1,1,1,2.0,13.0,380,380,1,7,13.0,13.0,3.0,2
268400,1,1,1,1.0,3.7,134,134,1,5,293.0,293.0,2.0,2
268402,1,3,3,1.3333333333333333,4.1000000000000005,134,175,3,4,36.0,344.0,1.0,3
268403,1,2,2,1.5,7.1,165,330,2,7,217.0,293.0,3.0,0
268404,1,1,1,1.0,3.3,175,175,1,5,105.0,105.0,2.0,2
268405,1,3,3,1.3333333333333333,7.033333333333334,175,330,3,4,83.0,213.0,3.0,0
268406,1,1,1,1.0,3.9,150,150,1,1,276.0,276.0,3.0,1
268409,1,1,1,2.0,8.8,170,170,1,5,316.0,316.0,1.0,3
268410,1,1,1,1.0,5.4,175,175,1,5,51.0,51.0,2.0,2
268411,1,1,1,1.0,3.8,110,110,1,5,231.0,231.0,1.0,3
268412,1,1,1,2.0,8.8,170,170,1,6,40.0,40.0,1.0,3
268413,1,1,1,1.0,3.0,175,175,1,5,91.0,91.0,2.0,2
268414,1,1,1,2.0,5.2,150,150,1,7,5.0,5.0,1.0,3
268417,1,1,1,1.0,2.6,300,300,1,5,317.0,317.0,3.0,2
268418,1,1,1,1.0,2.6,150,150,1,1,41.0,41.0,2.0,4
268420,1,2,2,1.0,4.75,170,300,2,4,49.0,227.0,2.0,4
268421,1,1,1,2.0,11.4,330,330,1,1,92.0,92.0,3.0,1
268422,1,1,1,2.0,8.6,250,250,1,1,22.0,22.0,3.0,1
268423,1,1,1,1.0,2.9,170,170,1,5,38.0,38.0,2.0,2
268424,1,1,1,1.0,3.7,134,134,1,1,228.0,228.0,3.0,1
268425,1,1,1,1.0,2.7,150,150,1,2,191.0,191.0,2.0,4
268426,1,1,1,2.0,3.4,175,175,1,2,361.0,361.0,2.0,4
268427,1,1,1,1.0,5.4,175,175,1,1,270.0,270.0,3.0,1
268428,1,3,3,1.3333333333333333,5.366666666666667,150,330,3,7,33.0,257.0,2.0,0
268429,1,2,2,1.0,3.1,175,190,2,1,124.0,259.0,2.0,4
268431,1,1,1,2.0,3.8,160,160,1,5,360.0,360.0,2.0,2
268434,1,1,1,1.0,5.7,330,330,1,1,99.0,99.0,3.0,1
268437,1,1,1,1.0,2.1,175,175,1,5,53.0,53.0,2.0,2
268438,1,3,3,1.3333333333333333,4.533333333333334,150,175,3,6,43.0,79.0,2.0,2
268440,1,2,2,1.5,4.5,165,175,2,5,67.0,251.0,3.0,2
268442,1,3,3,1.3333333333333333,5.0,175,330,2,5,235.0,326.0,2.0,0
268444,1,2,2,1.5,6.55,175,380,2,3,4.0,154.0,3.0,1
268445,1,1,1,1.0,4.4,170,170,1,7,217.0,217.0,3.0,2
268446,1,2,2,1.5,5.15,165,200,2,7,321.0,360.0,1.0,3
268447,1,2,2,1.0,2.8499999999999996,110,200,2,5,221.0,276.0,3.0,2
268449,1,3,3,1.6666666666666667,6.199999999999999,110,270,3,5,204.0,345.0,2.0,0
268450,1,1,1,1.0,3.25,380,380,1,5,319.0,319.0,3.0,2
268451,1,2,2,1.5,4.1,150,175,2,1,248.0,306.0,2.0,4
268453,1,1,1,1.0,3.3,175,175,1,2,100.0,100.0,2.0,4
268455,1,1,1,2.0,9.2,150,150,1,1,10.0,10.0,3.0,1
268456,1,1,1,2.0,5.2,150,150,1,7,226.0,226.0,3.0,2
268457,1,2,2,2.0,9.0,175,330,2,7,20.0,77.0,1.0,3
268458,1,2,2,2.0,6.5,160,270,2,1,335.0,340.0,3.0,1
268459,1,2,2,1.0,2.85,150,175,2,5,5.0,208.0,1.0,3
268460,1,3,3,1.6666666666666667,6.533333333333334,150,175,2,5,103.0,349.0,2.0,0
268461,1,1,1,1.0,3.0,165,165,1,1,321.0,321.0,2.0,4
268462,1,1,1,1.0,2.9,170,170,1,6,28.0,28.0,2.0,2
268463,1,1,1,1.0,3.8,110,110,1,1,251.0,251.0,1.0,4
268464,1,1,1,1.0,3.8,110,110,1,6,225.0,225.0,2.0,2
268465,1,1,1,1.0,1.9,160,160,1,6,268.0,268.0,3.0,2
268467,1,2,2,1.5,4.8,175,210,2,6,184.0,248.0,1.0,3
268468,1,1,1,1.0,1.9,160,160,1,1,236.0,236.0,2.0,4
268471,1,1,1,2.0,6.0,175,175,1,4,274.0,274.0,2.0,2
268472,1,1,1,1.0,4.4,170,170,1,6,92.0,92.0,2.0,2
268474,1,3,3,1.3333333333333333,3.8000000000000003,150,175,3,6,259.0,322.0,1.0,3
268476,1,1,1,1.0,1.7,90,90,1,1,125.0,125.0,3.0,1
268479,1,3,3,1.3333333333333333,4.6,90,170,3,5,15.0,191.0,3.0,2
268480,1,2,2,1.5,4.2,150,170,1,6,79.0,242.0,1.0,3
268481,1,1,1,2.0,6.0,175,175,1,5,211.0,211.0,1.0,3
268482,1,1,1,1.0,3.3,175,175,1,7,239.0,239.0,1.0,3
268483,1,1,1,1.0,4.4,170,170,1,7,225.0,225.0,1.0,3
268484,1,3,3,1.0,2.4666666666666663,90,200,3,2,45.0,277.0,1.0,4
